"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"1066",2018,4,"services","professional services","legal, accounting and management services",126500,1100,3.3,2.1,1.5,170,0.869565217391304,"2018 Q4"
"1067",2018,4,"services","administrative and support services","other administrative and support services",120200,2400,3.4,3.6,2.5,30,1.99667221297837,"2018 Q4"
"1068",2018,4,"services","art, entertainment, recreation and other services","other community, social and personal services",362800,1200,3.1,2.9,2.5,20,0.330760749724366,"2018 Q4"
"1069",2018,4,"manufacturing","manufacturing","other manufacturing industries",63700,-200,2,1.5,1.5,40,-0.313971742543171,"2018 Q4"
"1070",2018,4,"services","professional services","other professional services",58100,-100,2.7,1.3,1.7,30,-0.172117039586919,"2018 Q4"
"1071",2018,4,"services","transportation and storage","other transportation and storage services",71800,600,3.2,2.2,1.8,100,0.835654596100279,"2018 Q4"
"1072",2018,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",29600,-300,2.3,1.3,1.2,10,-1.01351351351351,"2018 Q4"
"1073",2018,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62700,-1200,1.9,1.1,0.7,30,-1.91387559808612,"2018 Q4"
"1074",2018,4,"services","education, health and social services","public administration and education",249600,1000,2.4,0.8,0.5,20,0.400641025641026,"2018 Q4"
"1075",2018,4,"services","wholesale and retail trade","retail trade",166400,3200,3.1,3.3,2.3,30,1.92307692307692,"2018 Q4"
"1076",2018,4,"services","administrative and support services","security and investigation",48400,200,6.9,3.9,3.1,0,0.413223140495868,"2018 Q4"
"1077",2018,4,"services","information and communications","telecommunications, broadcasting and publishing",40700,-300,2.2,1.4,0.9,310,-0.737100737100737,"2018 Q4"
"1078",2018,4,"manufacturing","manufacturing","transport equipment",92500,200,2.1,1.7,1.2,110,0.216216216216216,"2018 Q4"
"1079",2018,4,"services","transportation and storage","water transport and supporting services",45400,0,1.1,0.8,0.7,80,0,"2018 Q4"
"1080",2018,4,"services","wholesale and retail trade","wholesale trade",325300,1000,2.1,1.8,1.4,430,0.307408545957578,"2018 Q4"
"1081",2019,1,"services","accommodation and food services","accommodation",36100,-300,7.5,2.5,2.5,0,-0.831024930747922,"2019 Q1"
"1082",2019,1,"services","transportation and storage","air transport and supporting services",34600,300,2.8,1.5,1.1,10,0.867052023121387,"2019 Q1"
"1083",2019,1,"services","professional services","architectural and engineering services",60600,100,1.8,2.3,1.7,20,0.165016501650165,"2019 Q1"
"1084",2019,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",57600,900,2.1,2,1.4,0,1.5625,"2019 Q1"
"1085",2019,1,"services","administrative and support services","cleaning and landscaping",78700,1200,1.6,4.5,4,0,1.52477763659466,"2019 Q1"
"1086",2019,1,"construction","construction","construction",444400,100,1.2,2.1,2,280,0.0225022502250225,"2019 Q1"
"1087",2019,1,"manufacturing","manufacturing","electronic, computer and optical products",90000,-2000,2.4,1.4,1.8,600,-2.22222222222222,"2019 Q1"
"1088",2019,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",94800,-400,1.6,1.9,1.8,230,-0.421940928270042,"2019 Q1"
"1089",2019,1,"services","financial and insurance services","financial services",156800,1700,3.7,1.7,1.1,230,1.08418367346939,"2019 Q1"
"1090",2019,1,"services","accommodation and food services","food and beverage services",223900,700,3.1,3.9,3.5,40,0.312639571237159,"2019 Q1"
"1091",2019,1,"manufacturing","manufacturing","food, beverages and tobacco",51800,400,2,3.2,3,10,0.772200772200772,"2019 Q1"
"1092",2019,1,"services","education, health and social services","health and social services",164700,1200,3.2,1.8,1.3,40,0.728597449908925,"2019 Q1"
"1093",2019,1,"services","financial and insurance services","insurance services",39700,300,3.1,2,1.3,10,0.755667506297229,"2019 Q1"
"1094",2019,1,"services","information and communications","it and other information services",102600,1200,4.8,2.5,1.8,130,1.16959064327485,"2019 Q1"
"1095",2019,1,"services","transportation and storage","land transport and supporting services",108900,300,1.3,1.8,1.1,0,0.275482093663912,"2019 Q1"
"1096",2019,1,"services","professional services","legal, accounting and management services",128000,2300,3.6,2.4,1.7,160,1.796875,"2019 Q1"
"1097",2019,1,"services","administrative and support services","other administrative and support services",122100,500,2.8,3.6,2.6,40,0.40950040950041,"2019 Q1"
"1098",2019,1,"services","art, entertainment, recreation and other services","other community, social and personal services",366100,3400,2.3,2.3,1.9,40,0.928708003277793,"2019 Q1"
"1099",2019,1,"manufacturing","manufacturing","other manufacturing industries",63200,300,2.4,1.5,1.6,30,0.474683544303797,"2019 Q1"
"1100",2019,1,"services","professional services","other professional services",58100,500,3.2,2,1.8,60,0.860585197934595,"2019 Q1"
"1101",2019,1,"services","transportation and storage","other transportation and storage services",72300,600,3,2.8,2.3,290,0.829875518672199,"2019 Q1"
"1102",2019,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",29300,-400,1.9,1.6,1.9,70,-1.36518771331058,"2019 Q1"
"1103",2019,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62700,-200,2.4,1.2,0.8,70,-0.318979266347687,"2019 Q1"
"1104",2019,1,"services","education, health and social services","public administration and education",253700,3000,3,1.2,0.8,0,1.18249901458415,"2019 Q1"
"1105",2019,1,"services","wholesale and retail trade","retail trade",164900,-800,2.9,2.9,2.4,90,-0.485142510612492,"2019 Q1"
"1106",2019,1,"services","administrative and support services","security and investigation",48900,500,4.5,4.9,3.5,0,1.02249488752556,"2019 Q1"
"1107",2019,1,"services","information and communications","telecommunications, broadcasting and publishing",41200,200,2.3,1.6,1.3,70,0.485436893203883,"2019 Q1"
"1108",2019,1,"manufacturing","manufacturing","transport equipment",93300,-800,2,1.3,1.3,40,-0.857449088960343,"2019 Q1"
"1109",2019,1,"services","transportation and storage","water transport and supporting services",45100,-200,1.5,1.2,1,20,-0.443458980044346,"2019 Q1"
"1110",2019,1,"services","wholesale and retail trade","wholesale trade",324400,-1100,2,1.9,1.4,520,-0.339087546239211,"2019 Q1"
"1111",2019,2,"services","accommodation and food services","accommodation",35900,-200,9.1,4,3,0,-0.557103064066852,"2019 Q2"
"1112",2019,2,"services","transportation and storage","air transport and supporting services",35100,500,3.4,1.6,0.9,0,1.42450142450142,"2019 Q2"
"1113",2019,2,"services","professional services","architectural and engineering services",60700,100,2.2,2.2,1.9,80,0.164744645799012,"2019 Q2"
"1114",2019,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",57600,0,2.1,2.6,2,10,0,"2019 Q2"
"1115",2019,2,"services","administrative and support services","cleaning and landscaping",79400,700,1.5,5,4,0,0.881612090680101,"2019 Q2"
"1116",2019,2,"construction","construction","construction",447100,2800,0.8,2.4,2,150,0.62625810780586,"2019 Q2"
"1117",2019,2,"manufacturing","manufacturing","electronic, computer and optical products",89900,-100,2.3,2,1.8,190,-0.111234705228031,"2019 Q2"
"1118",2019,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",94600,-300,1.9,1.9,1.6,110,-0.317124735729387,"2019 Q2"
"1119",2019,2,"services","financial and insurance services","financial services",158000,1300,3.9,2,1.4,400,0.822784810126582,"2019 Q2"
"1120",2019,2,"services","accommodation and food services","food and beverage services",224800,900,3.4,4.4,4.1,30,0.400355871886121,"2019 Q2"
"1121",2019,2,"manufacturing","manufacturing","food, beverages and tobacco",51800,100,1.9,3.9,3.4,10,0.193050193050193,"2019 Q2"
"1122",2019,2,"services","education, health and social services","health and social services",166300,1600,3.1,1.9,1.2,0,0.962116656644618,"2019 Q2"
"1123",2019,2,"services","financial and insurance services","insurance services",40100,400,3.9,2.5,1.8,40,0.997506234413965,"2019 Q2"
"1124",2019,2,"services","information and communications","it and other information services",104700,2100,5.5,2.9,2,90,2.00573065902579,"2019 Q2"
"1125",2019,2,"services","transportation and storage","land transport and supporting services",108900,0,1.3,1.8,1.2,0,0,"2019 Q2"
"1126",2019,2,"services","professional services","legal, accounting and management services",129500,1500,3.6,2.4,1.7,130,1.15830115830116,"2019 Q2"
"1127",2019,2,"services","administrative and support services","other administrative and support services",121500,-600,2.5,4.6,3.3,70,-0.493827160493827,"2019 Q2"
"1128",2019,2,"services","art, entertainment, recreation and other services","other community, social and personal services",366000,-100,2.3,2.3,2.1,10,-0.0273224043715847,"2019 Q2"
"1129",2019,2,"manufacturing","manufacturing","other manufacturing industries",62500,-800,1.9,1.8,1.6,100,-1.28,"2019 Q2"
"1130",2019,2,"services","professional services","other professional services",58700,600,2.2,2.4,2,40,1.0221465076661,"2019 Q2"
"1131",2019,2,"services","transportation and storage","other transportation and storage services",72200,-200,2.4,2.4,2.3,150,-0.277008310249307,"2019 Q2"
"1132",2019,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",29000,-400,1.3,1.8,1.8,30,-1.37931034482759,"2019 Q2"
"1133",2019,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62100,-600,2.1,1.3,0.9,30,-0.966183574879227,"2019 Q2"
"1134",2019,2,"services","education, health and social services","public administration and education",253700,0,2.7,1,0.8,40,0,"2019 Q2"
"1135",2019,2,"services","wholesale and retail trade","retail trade",162200,-2800,2.8,2.9,2.8,50,-1.72626387176326,"2019 Q2"
"1136",2019,2,"services","administrative and support services","security and investigation",49100,200,3.8,4.7,4.1,0,0.407331975560081,"2019 Q2"
"1137",2019,2,"services","information and communications","telecommunications, broadcasting and publishing",41100,0,2.6,1.9,1.3,70,0,"2019 Q2"
"1138",2019,2,"manufacturing","manufacturing","transport equipment",93800,500,1.9,1.6,1.4,10,0.533049040511727,"2019 Q2"
"1139",2019,2,"services","transportation and storage","water transport and supporting services",45100,-100,1.8,1.4,1,20,-0.221729490022173,"2019 Q2"
"1140",2019,2,"services","wholesale and retail trade","wholesale trade",324400,0,1.9,2.1,1.7,430,0,"2019 Q2"
"1141",2019,3,"services","accommodation and food services","accommodation",36900,1100,6.7,3.6,2.6,20,2.9810298102981,"2019 Q3"
"1142",2019,3,"services","transportation and storage","air transport and supporting services",35200,100,2.4,1.4,0.9,30,0.284090909090909,"2019 Q3"
"1143",2019,3,"services","professional services","architectural and engineering services",61100,400,2.4,2.1,1.7,140,0.654664484451719,"2019 Q3"
"1144",2019,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",57800,200,2.9,1.8,1.6,10,0.346020761245675,"2019 Q3"
"1145",2019,3,"services","administrative and support services","cleaning and landscaping",79800,400,1.6,4.5,4,60,0.50125313283208,"2019 Q3"
"1146",2019,3,"construction","construction","construction",452600,5500,0.8,2.4,1.8,160,1.21520106053911,"2019 Q3"
"1147",2019,3,"manufacturing","manufacturing","electronic, computer and optical products",89100,-800,2.1,1.8,1.4,200,-0.897867564534231,"2019 Q3"
"1148",2019,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",94100,-400,1.7,1.8,1.4,110,-0.425079702444208,"2019 Q3"
"1149",2019,3,"services","financial and insurance services","financial services",159500,1500,3.5,2.1,1.3,270,0.940438871473354,"2019 Q3"
"1150",2019,3,"services","accommodation and food services","food and beverage services",225900,1000,2.8,4.2,3.5,10,0.442673749446658,"2019 Q3"
"1151",2019,3,"manufacturing","manufacturing","food, beverages and tobacco",52400,500,2.1,2.7,2.3,60,0.954198473282443,"2019 Q3"
"1152",2019,3,"services","education, health and social services","health and social services",168300,2000,3.3,1.8,1.2,10,1.1883541295306,"2019 Q3"
"1153",2019,3,"services","financial and insurance services","insurance services",40200,100,2.9,2.5,1.8,40,0.248756218905473,"2019 Q3"
"1154",2019,3,"services","information and communications","it and other information services",107300,2600,6,3.1,1.9,50,2.42311276794035,"2019 Q3"
"1155",2019,3,"services","transportation and storage","land transport and supporting services",108900,0,1.5,1.9,1.2,50,0,"2019 Q3"
"1156",2019,3,"services","professional services","legal, accounting and management services",132400,2900,3.6,2.7,1.6,130,2.19033232628399,"2019 Q3"
"1157",2019,3,"services","administrative and support services","other administrative and support services",123500,2000,2.7,4.4,2.7,90,1.61943319838057,"2019 Q3"
"1158",2019,3,"services","art, entertainment, recreation and other services","other community, social and personal services",371100,5100,2,2.1,1.7,10,1.37429264349232,"2019 Q3"
"1159",2019,3,"manufacturing","manufacturing","other manufacturing industries",62300,-200,1.8,1.6,1.3,130,-0.321027287319422,"2019 Q3"
"1160",2019,3,"services","professional services","other professional services",59200,500,2.6,2.7,2,30,0.844594594594595,"2019 Q3"
"1161",2019,3,"services","transportation and storage","other transportation and storage services",72300,200,1.8,2.3,2.2,90,0.276625172890733,"2019 Q3"
"1162",2019,3,"manufacturing","manufacturing","paper / rubber / plastic products and printing",28700,-300,1.3,1.7,1.6,10,-1.04529616724739,"2019 Q3"
"1163",2019,3,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",63300,1200,2,1.7,0.9,30,1.8957345971564,"2019 Q3"
"1164",2019,3,"services","education, health and social services","public administration and education",255200,1500,3.1,1.5,0.8,30,0.587774294670846,"2019 Q3"
"1165",2019,3,"services","wholesale and retail trade","retail trade",161100,-1100,2.9,2.9,2.4,30,-0.682805710738672,"2019 Q3"
"1166",2019,3,"services","administrative and support services","security and investigation",49600,500,4.5,4.3,4,10,1.00806451612903,"2019 Q3"
"1167",2019,3,"services","information and communications","telecommunications, broadcasting and publishing",41100,0,2.6,1.8,1.1,90,0,"2019 Q3"
"1168",2019,3,"manufacturing","manufacturing","transport equipment",94900,1100,1.2,1.2,1.3,60,1.15911485774499,"2019 Q3"
"1169",2019,3,"services","transportation and storage","water transport and supporting services",44900,-100,1.6,1.1,1,10,-0.22271714922049,"2019 Q3"
"1170",2019,3,"services","wholesale and retail trade","wholesale trade",323900,-500,1.8,1.9,1.4,490,-0.154368632293918,"2019 Q3"
"1171",2019,4,"services","accommodation and food services","accommodation",36300,-500,5.2,2.4,2,0,-1.37741046831956,"2019 Q4"
"1172",2019,4,"services","transportation and storage","air transport and supporting services",35600,400,2.4,1.3,0.9,0,1.12359550561798,"2019 Q4"
"1173",2019,4,"services","professional services","architectural and engineering services",62100,200,1.8,1.6,1.4,120,0.322061191626409,"2019 Q4"
"1174",2019,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",57000,-500,3.7,1.8,1.5,0,-0.87719298245614,"2019 Q4"
"1175",2019,4,"services","administrative and support services","cleaning and landscaping",81600,-200,2,4,3.4,10,-0.245098039215686,"2019 Q4"
"1176",2019,4,"construction","construction","construction",456800,4300,0.5,2.1,1.4,270,0.941330998248686,"2019 Q4"
"1177",2019,4,"manufacturing","manufacturing","electronic, computer and optical products",88100,-700,2,1.3,1,170,-0.794551645856981,"2019 Q4"
"1178",2019,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",96700,-300,1.3,1.6,0.9,230,-0.31023784901758,"2019 Q4"
"1179",2019,4,"services","financial and insurance services","financial services",160400,900,2.9,1.2,0.9,300,0.561097256857855,"2019 Q4"
"1180",2019,4,"services","accommodation and food services","food and beverage services",230400,3600,3.2,4.1,3.3,70,1.5625,"2019 Q4"
"1181",2019,4,"manufacturing","manufacturing","food, beverages and tobacco",52100,900,1.9,1.9,1.6,20,1.72744721689059,"2019 Q4"
"1182",2019,4,"services","education, health and social services","health and social services",170300,1200,3.4,1.5,1.1,50,0.704638872577804,"2019 Q4"
"1183",2019,4,"services","financial and insurance services","insurance services",40500,300,3.3,2.1,1.5,20,0.740740740740741,"2019 Q4"
"1184",2019,4,"services","information and communications","it and other information services",108300,1200,6.2,2.4,1.7,80,1.10803324099723,"2019 Q4"
"1185",2019,4,"services","transportation and storage","land transport and supporting services",109200,600,1,1.5,0.9,10,0.549450549450549,"2019 Q4"
"1186",2019,4,"services","professional services","legal, accounting and management services",135300,800,3,1.9,1.5,220,0.591278640059128,"2019 Q4"
"1187",2019,4,"services","administrative and support services","other administrative and support services",126000,2400,3.1,3.2,2.4,60,1.9047619047619,"2019 Q4"
"1188",2019,4,"services","art, entertainment, recreation and other services","other community, social and personal services",373500,1700,0.9,1.8,1.4,40,0.455153949129853,"2019 Q4"
"1189",2019,4,"manufacturing","manufacturing","other manufacturing industries",61900,-500,1.3,1.3,1,100,-0.807754442649435,"2019 Q4"
"1190",2019,4,"services","professional services","other professional services",59700,400,2.7,1.4,1.3,90,0.670016750418761,"2019 Q4"
"1191",2019,4,"services","transportation and storage","other transportation and storage services",72300,700,0.9,1.6,1.7,60,0.968188105117566,"2019 Q4"
"1192",2019,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",28700,-100,1.5,1.4,1.1,60,-0.348432055749129,"2019 Q4"
"1193",2019,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",63400,200,2.3,1,0.7,70,0.315457413249211,"2019 Q4"
"1194",2019,4,"services","education, health and social services","public administration and education",254600,700,2.8,0.8,0.4,20,0.274941084053417,"2019 Q4"
"1195",2019,4,"services","wholesale and retail trade","retail trade",164100,2600,2.7,3.1,2.1,60,1.58439975624619,"2019 Q4"
"1196",2019,4,"services","administrative and support services","security and investigation",49400,-200,4,4,3.7,0,-0.404858299595142,"2019 Q4"
"1197",2019,4,"services","information and communications","telecommunications, broadcasting and publishing",40300,0,2.2,1.5,1,70,0,"2019 Q4"
"1198",2019,4,"manufacturing","manufacturing","transport equipment",93900,1800,1.9,1.5,0.8,10,1.91693290734824,"2019 Q4"
"1199",2019,4,"services","transportation and storage","water transport and supporting services",44600,0,1.9,1.1,0.8,30,0,"2019 Q4"
"1200",2019,4,"services","wholesale and retail trade","wholesale trade",321900,-400,2.1,1.7,1.3,410,-0.12426219322771,"2019 Q4"
"1201",2020,1,"services","accommodation and food services","accommodation",33700,-2600,3.3,1.7,2.3,180,-7.71513353115727,"2020 Q1"
"1202",2020,1,"services","transportation and storage","air transport and supporting services",35000,-600,1.5,1.1,1.1,0,-1.71428571428571,"2020 Q1"
"1203",2020,1,"services","professional services","architectural and engineering services",62800,700,1.6,2,1.4,40,1.11464968152866,"2020 Q1"
"1204",2020,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",54800,-2200,1.3,1.9,1.6,10,-4.01459854014599,"2020 Q1"
"1205",2020,1,"services","administrative and support services","cleaning and landscaping",81400,-100,1.1,4.2,3.8,10,-0.122850122850123,"2020 Q1"
"1206",2020,1,"construction","construction","construction",450900,-5900,0.5,1.8,1.8,140,-1.30849412286538,"2020 Q1"
"1207",2020,1,"manufacturing","manufacturing","electronic, computer and optical products",86800,-1300,3,1.1,1.1,220,-1.49769585253456,"2020 Q1"
"1208",2020,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",96200,-500,1.2,1.4,1.2,170,-0.51975051975052,"2020 Q1"
"1209",2020,1,"services","financial and insurance services","financial services",162500,2100,2.8,1.4,0.9,260,1.29230769230769,"2020 Q1"
"1210",2020,1,"services","accommodation and food services","food and beverage services",222100,-8300,1.8,3.4,3.6,210,-3.73705538045925,"2020 Q1"
"1211",2020,1,"manufacturing","manufacturing","food, beverages and tobacco",51500,-600,1.6,1.7,1.8,90,-1.16504854368932,"2020 Q1"
"1212",2020,1,"services","education, health and social services","health and social services",171100,800,3.7,1.9,1.3,0,0.467562828755114,"2020 Q1"
"1213",2020,1,"services","financial and insurance services","insurance services",41000,500,3.6,1.9,1.2,60,1.21951219512195,"2020 Q1"
"1214",2020,1,"services","information and communications","it and other information services",108800,500,6.1,2.7,1.6,80,0.459558823529412,"2020 Q1"
"1215",2020,1,"services","transportation and storage","land transport and supporting services",110000,800,0.7,1.8,0.9,40,0.727272727272727,"2020 Q1"
"1216",2020,1,"services","professional services","legal, accounting and management services",137500,2100,2.2,2.3,1.4,150,1.52727272727273,"2020 Q1"
"1217",2020,1,"services","administrative and support services","other administrative and support services",124000,-2000,2.9,2.7,2.3,130,-1.61290322580645,"2020 Q1"
"1218",2020,1,"services","art, entertainment, recreation and other services","other community, social and personal services",372500,-1000,1.2,1.6,1.9,20,-0.268456375838926,"2020 Q1"
"1219",2020,1,"manufacturing","manufacturing","other manufacturing industries",60800,-1200,2.2,1.3,1.4,170,-1.97368421052632,"2020 Q1"
"1220",2020,1,"services","professional services","other professional services",59300,-400,1.8,1.9,1.4,140,-0.674536256323777,"2020 Q1"
"1221",2020,1,"services","transportation and storage","other transportation and storage services",72700,300,0.7,1.6,1.6,70,0.412654745529574,"2020 Q1"
"1222",2020,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",28300,-400,1,1.4,1.5,20,-1.41342756183746,"2020 Q1"
"1223",2020,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",63900,500,1.9,1.2,0.7,40,0.782472613458529,"2020 Q1"
"1224",2020,1,"services","education, health and social services","public administration and education",257000,2400,2.7,1.2,0.7,30,0.933852140077821,"2020 Q1"
"1225",2020,1,"services","wholesale and retail trade","retail trade",158800,-5300,2.7,2.3,2.3,280,-3.3375314861461,"2020 Q1"
"1226",2020,1,"services","administrative and support services","security and investigation",49800,400,3.2,4,3.5,0,0.803212851405622,"2020 Q1"
"1227",2020,1,"services","information and communications","telecommunications, broadcasting and publishing",40500,200,2.2,1.7,1.1,150,0.493827160493827,"2020 Q1"
"1228",2020,1,"manufacturing","manufacturing","transport equipment",94200,400,1.2,1.1,1.3,10,0.424628450106157,"2020 Q1"
"1229",2020,1,"services","transportation and storage","water transport and supporting services",44700,0,1.5,1.4,1,20,0,"2020 Q1"
"1230",2020,1,"services","wholesale and retail trade","wholesale trade",318700,-3300,2.2,1.6,1.5,470,-1.0354565422027,"2020 Q1"
"1231",2020,2,"services","accommodation and food services","accommodation",29200,-4500,3.5,0.8,2.2,230,-15.4109589041096,"2020 Q2"
"1232",2020,2,"services","transportation and storage","air transport and supporting services",32100,-2900,0.3,0.2,0.6,30,-9.03426791277258,"2020 Q2"
"1233",2020,2,"services","professional services","architectural and engineering services",62100,-700,0.8,0.8,1,250,-1.12721417069243,"2020 Q2"
"1234",2020,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",47200,-7600,1.3,0.8,1.5,270,-16.1016949152542,"2020 Q2"
"1235",2020,2,"services","administrative and support services","cleaning and landscaping",77300,-4100,1.9,2.6,3.3,210,-5.30401034928849,"2020 Q2"
"1236",2020,2,"construction","construction","construction",437300,-13600,0.4,0.5,0.7,440,-3.10999313972102,"2020 Q2"
"1237",2020,2,"manufacturing","manufacturing","electronic, computer and optical products",87800,1000,2.3,1.3,0.8,150,1.13895216400911,"2020 Q2"
"1238",2020,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",93800,-2300,0.9,0.5,0.8,470,-2.45202558635394,"2020 Q2"
"1239",2020,2,"services","financial and insurance services","financial services",161700,-800,3,1.2,0.7,950,-0.494743351886209,"2020 Q2"
"1240",2020,2,"services","accommodation and food services","food and beverage services",199200,-22900,2.3,1.6,3.3,490,-11.495983935743,"2020 Q2"
"1241",2020,2,"manufacturing","manufacturing","food, beverages and tobacco",49700,-1800,1.6,2,2.4,80,-3.62173038229376,"2020 Q2"
"1242",2020,2,"services","education, health and social services","health and social services",169700,-1400,3.1,1.5,0.8,30,-0.824985268120212,"2020 Q2"
"1243",2020,2,"services","financial and insurance services","insurance services",41100,100,2.7,1.8,1.2,70,0.24330900243309,"2020 Q2"
"1244",2020,2,"services","information and communications","it and other information services",109000,200,5.2,2.4,1.4,330,0.18348623853211,"2020 Q2"
"1245",2020,2,"services","transportation and storage","land transport and supporting services",109600,-400,1.1,1.1,1,40,-0.364963503649635,"2020 Q2"
"1246",2020,2,"services","professional services","legal, accounting and management services",135300,-2100,2.7,1.6,1.7,340,-1.55210643015521,"2020 Q2"
"1247",2020,2,"services","administrative and support services","other administrative and support services",120800,-3200,3.4,2.6,2.2,420,-2.64900662251656,"2020 Q2"
"1248",2020,2,"services","art, entertainment, recreation and other services","other community, social and personal services",358700,-13800,1.4,0.7,1.5,50,-3.84722609422916,"2020 Q2"
"1249",2020,2,"manufacturing","manufacturing","other manufacturing industries",59800,-1000,1.8,1,0.9,140,-1.67224080267559,"2020 Q2"
"1250",2020,2,"services","professional services","other professional services",58400,-900,1.9,1.1,1,100,-1.54109589041096,"2020 Q2"
"1251",2020,2,"services","transportation and storage","other transportation and storage services",72600,0,0.8,1.1,1.4,110,0,"2020 Q2"
"1252",2020,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",27600,-600,1,1,1.3,30,-2.17391304347826,"2020 Q2"
"1253",2020,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",62500,-1300,1.6,0.7,0.6,20,-2.08,"2020 Q2"
"1254",2020,2,"services","education, health and social services","public administration and education",252500,-4500,3.3,0.7,0.5,130,-1.78217821782178,"2020 Q2"
"1255",2020,2,"services","wholesale and retail trade","retail trade",150800,-8000,1.8,2.4,2.1,350,-5.30503978779841,"2020 Q2"
"1256",2020,2,"services","administrative and support services","security and investigation",49500,-300,4.3,3.6,4,0,-0.606060606060606,"2020 Q2"
"1257",2020,2,"services","information and communications","telecommunications, broadcasting and publishing",39600,-900,1.9,1.8,1.5,100,-2.27272727272727,"2020 Q2"
"1258",2020,2,"manufacturing","manufacturing","transport equipment",91400,-2900,0.3,0.3,0.5,660,-3.17286652078775,"2020 Q2"
"1259",2020,2,"services","transportation and storage","water transport and supporting services",43700,-900,1,0.6,0.6,80,-2.05949656750572,"2020 Q2"
"1260",2020,2,"services","wholesale and retail trade","wholesale trade",310700,-7900,2.4,1.3,1.3,1520,-2.54264563887995,"2020 Q2"
"1261",2020,3,"services","accommodation and food services","accommodation",27200,-1900,4,0.5,1.9,200,-6.98529411764706,"2020 Q3"
"1262",2020,3,"services","transportation and storage","air transport and supporting services",28800,-3300,0.4,0.1,0.7,440,-11.4583333333333,"2020 Q3"
"1263",2020,3,"services","professional services","architectural and engineering services",61400,-600,1.9,1,1.3,310,-0.977198697068404,"2020 Q3"
"1264",2020,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",42900,-4400,2.2,0.9,1.5,1900,-10.2564102564103,"2020 Q3"
"1265",2020,3,"services","administrative and support services","cleaning and landscaping",77000,-300,2.2,3.1,3.4,50,-0.38961038961039,"2020 Q3"
"1266",2020,3,"construction","construction","construction",420600,-16700,1.3,0.8,1.6,340,-3.97051830718022,"2020 Q3"
"1267",2020,3,"manufacturing","manufacturing","electronic, computer and optical products",85000,-2800,1.6,0.9,1.3,200,-3.29411764705882,"2020 Q3"
"1268",2020,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",90900,-2900,1.6,0.8,1.2,410,-3.19031903190319,"2020 Q3"
"1269",2020,3,"services","financial and insurance services","financial services",161800,100,3.2,1.3,0.8,370,0.0618046971569839,"2020 Q3"
"1270",2020,3,"services","accommodation and food services","food and beverage services",204900,5700,3.6,5,4.5,250,2.78184480234261,"2020 Q3"
"1271",2020,3,"manufacturing","manufacturing","food, beverages and tobacco",48800,-900,3.1,2.5,2.3,160,-1.84426229508197,"2020 Q3"
"1272",2020,3,"services","education, health and social services","health and social services",173300,3600,3.8,1.5,0.9,0,2.07732256203116,"2020 Q3"
"1273",2020,3,"services","financial and insurance services","insurance services",41500,400,2.2,1.9,1.2,30,0.963855421686747,"2020 Q3"
"1274",2020,3,"services","information and communications","it and other information services",110600,1600,6.7,2.5,1.7,130,1.44665461121157,"2020 Q3"
"1275",2020,3,"services","transportation and storage","land transport and supporting services",109800,300,1.2,1.1,1.1,10,0.273224043715847,"2020 Q3"
"1276",2020,3,"services","professional services","legal, accounting and management services",136200,900,3.1,1.6,1.2,450,0.66079295154185,"2020 Q3"
"1277",2020,3,"services","administrative and support services","other administrative and support services",118100,-2700,3,2.3,2.5,600,-2.28619813717189,"2020 Q3"
"1278",2020,3,"services","art, entertainment, recreation and other services","other community, social and personal services",353600,-5200,2.6,1.5,1.7,70,-1.47058823529412,"2020 Q3"
"1279",2020,3,"manufacturing","manufacturing","other manufacturing industries",57900,-1800,2.3,1.2,1.2,190,-3.10880829015544,"2020 Q3"
