"","SSOC","Year","Industry","Level","Occupation","Basic Wage -  25th Percentile ($)","Basic Wage -  Median  ($)","Basic Wage -  75th Percentile ($)","Gross Wage -  25th Percentile ($)","Gross Wage -  Median  ($)","Gross Wage -  75th Percentile ($)"
"775","34323",2020,"wholesale and retail trade","associate professionals and technicians","Visual merchandiser","2165","2700","3400","2400","2842","3513"
"776","4311",2020,"wholesale and retail trade","clerical support workers","Accounting and bookkeeping clerk","2200","2600","3147","2200","2661","3220"
"777","41320",2020,"wholesale and retail trade","clerical support workers","Data entry clerk","1300","1300","1700","1300","1300","1800"
"778","4110",2020,"wholesale and retail trade","clerical support workers","General office clerk","1800","2300","2900","1800","2375","2949"
"779","40000",2020,"wholesale and retail trade","clerical support workers","Office supervisor","2515","3138","3850","2709","3237","3945"
"780","4224",2020,"wholesale and retail trade","clerical support workers","Receptionist, customer service and information clerk","2200","2800","3570","2281","2848","3690"
"781","41201",2020,"wholesale and retail trade","clerical support workers","Secretary","4000","5000","5853","4025","5105","5903"
"782","4321",2020,"wholesale and retail trade","clerical support workers","Stock clerk","1893","2250","2660","1960","2374","2781"
"783","4323",2020,"wholesale and retail trade","clerical support workers","Transport clerk","2559","3032","3600","2791","3173","3610"
"784","52302",2020,"wholesale and retail trade","service and sales workers","Cashier","1380","1420","1540","1590","1805","1855"
"785","52491",2020,"wholesale and retail trade","service and sales workers","Petrol station attendant","850","1300","1350","1400","1490","1697"
"786","52421",2020,"wholesale and retail trade","service and sales workers","Sales demonstrator","1440","1650","2050","1639","2063","2720"
"787","52201",2020,"wholesale and retail trade","service and sales workers","Sales supervisor","2050","2585","3200","2228","2650","3200"
"788","52422",2020,"wholesale and retail trade","service and sales workers","Salesperson (door-to-door)","1460","1815","2442","2008","2680","4000"
"789","52202",2020,"wholesale and retail trade","service and sales workers","Shop sales assistant","1410","1750","2100","1550","1950","2500"
"790","72000",2020,"wholesale and retail trade","craftsmen and related trades workers","Supervisor/General foreman (metal, machinery and related trades)","2591","3500","4045","3043","3623","4223"
"791","83222",2020,"wholesale and retail trade","plant and machine operators and assemblers","Chauffeur","2240","2500","2890","2448","2672","3255"
"792","83321",2020,"wholesale and retail trade","plant and machine operators and assemblers","Lorry driver","1750","2000","2350","1969","2265","2676"
"793","8213",2020,"wholesale and retail trade","plant and machine operators and assemblers","Quality checker and tester","1410","1550","2294","2032","2332","2685"
"794","83223",2020,"wholesale and retail trade","plant and machine operators and assemblers","Van driver","1750","2063","2436","1871","2160","2550"
"795","93201",2020,"wholesale and retail trade","cleaners, labourers and related workers","Hand packer","1300","1380","1500","1300","1447","1805"
"796","91131",2020,"wholesale and retail trade","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1300","1300","1450","1300","1300","1480"
"797","93335",2020,"wholesale and retail trade","cleaners, labourers and related workers","Vehicle attendant","1550","1700","1830","1640","1800","2020"
"798","93334",2020,"wholesale and retail trade","cleaners, labourers and related workers","Warehouse worker","1450","1770","2035","1656","1936","2250"
"799","12112",2020,"transportation and storage","managers","Administration manager","4800","6447","7708","4800","6617","7744"
"800","12111",2020,"transportation and storage","managers","Budgeting and financial accounting manager ","5800","7200","10200","5871","7322","10600"
"801","12212",2020,"transportation and storage","managers","Business development manager","5000","6500","9262","5150","7000","9900"
"802","11203",2020,"transportation and storage","managers","Chief operating officer/General manager","7500","10963","14250","8000","11547","15115"
"803","12241",2020,"transportation and storage","managers","Customer service manager","4000","5000","6962","4222","5100","7203"
"804","1212",2020,"transportation and storage","managers","Human resource manager","5686","6918","9000","5686","7044","9166"
"805","13304",2020,"transportation and storage","managers","ICT service manager","6498","7578","11627","6498","7783","12156"
"806","11201",2020,"transportation and storage","managers","Managing director/Chief executive officer","6500","11500","20000","7000","11500","20977"
"807","12222",2020,"transportation and storage","managers","Marketing manager","4575","6156","11500","5255","6470","12500"
"808","13303",2020,"transportation and storage","managers","Network, communications and infrastructure manager","5754","6749","8262","5754","6756","8282"
"809","13245",2020,"transportation and storage","managers","Port/Shipping operations manager","5358","6400","8670","5450","6574","8809"
"810","13244",2020,"transportation and storage","managers","Postal service manager","6520","7978","10890","6862","8312","11090"
"811","12191",2020,"transportation and storage","managers","Premises and facilities maintenance manager ","5154","6090","7350","5450","6445","7800"
"812","13242",2020,"transportation and storage","managers","Procurement/Purchasing manager","5512","6467","7654","5534","6573","7685"
"813","12211",2020,"transportation and storage","managers","Sales manager","4725","6000","8515","5000","6350","9075"
"814","13302",2020,"transportation and storage","managers","Software and applications manager","6774","7336","8262","6800","7344","8262"
"815","13241",2020,"transportation and storage","managers","Supply and distribution/Logistics/Warehousing manager","4000","5078","6550","4200","5388","7168"
"816","13291",2020,"transportation and storage","managers","Technical/Engineering services manager ","6067","7125","10220","6383","7238","10701"
"817","13243",2020,"transportation and storage","managers","Transport/Technical operations manager ","3530","4914","7060","3554","5101","7334"
"818","24111",2020,"transportation and storage","professionals","Accountant ","4182","4727","5400","4227","4779","5650"
"819","25140",2020,"transportation and storage","professionals","Applications/Systems programmer","4123","5033","5972","4123","5033","5972"
"820","2436",2020,"transportation and storage","professionals","Commodities and ship broker","3905","5425","13000","3905","5500","13000"
"821","2523",2020,"transportation and storage","professionals","Computer network, infrastructure and platform professional","4000","4617","6210","4001","4781","6492"
"822","2151",2020,"transportation and storage","professionals","Electrical engineer","3800","4435","5154","3820","4561","5291"
"823","21493",2020,"transportation and storage","professionals","Industrial safety engineer","5041","6226","9136","5246","6618","9374"
"824","2421",2020,"transportation and storage","professionals","Management and business consultant","3987","5000","7119","4002","5050","7119"
"825","21712",2020,"transportation and storage","professionals","Marine superintendent (engineer)","6394","8423","10000","6394","9000","12798"
"826","2144",2020,"transportation and storage","professionals","Mechanical engineer ","3904","4539","6050","3929","4625","6121"
"827","24233",2020,"transportation and storage","professionals","Personnel/Human resource officer","2988","3500","4260","3000","3550","4347"
"828","24320",2020,"transportation and storage","professionals","Public relations/Corporate communications professional","3150","3559","4245","3150","3559","4245"
"829","2511",2020,"transportation and storage","professionals","Systems analyst","4167","6385","9181","4175","6387","9181"
"830","24240",2020,"transportation and storage","professionals","Training and staff development professional","3081","3618","4365","3085","3673","4365"
"831","2147",2020,"transportation and storage","professionals","Transport and vehicle engineer","3798","4491","5073","4098","4725","5295"
"832","33222",2020,"transportation and storage","associate professionals and technicians","After sales adviser/Client account service executive","2700","3180","3450","2718","3250","3820"
"833","31594",2020,"transportation and storage","associate professionals and technicians","Air cargo officer","2637","2820","3072","2645","2820","3102"
"834","31571",2020,"transportation and storage","associate professionals and technicians","Air transport service supervisor","2551","3037","3430","2562","3090","3530"
"835","33131",2020,"transportation and storage","associate professionals and technicians","Assistant accountant","3000","3500","4034","3100","3581","4060"
"836","3171",2020,"transportation and storage","associate professionals and technicians","Building and fire inspector","1777","2171","3613","2300","2633","3718"
"837","33221",2020,"transportation and storage","associate professionals and technicians","Business development executive","3500","4507","5837","3765","5409","7072"
"838","3323",2020,"transportation and storage","associate professionals and technicians","Buyer and purchasing agent","3750","4308","4760","3750","4341","4835"
"839","33311",2020,"transportation and storage","associate professionals and technicians","Clearing and forwarding agent","2790","3100","3500","2920","3319","3841"
"840","33493",2020,"transportation and storage","associate professionals and technicians","Crewing executive (ship)","2756","3300","4600","3300","4500","5150"
"841","31593",2020,"transportation and storage","associate professionals and technicians","Flight operations officer","2532","3057","3640","2586","3128","3756"
"842","35121",2020,"transportation and storage","associate professionals and technicians","It infrastructure technician","2707","3104","3751","2818","3120","3751"
"843","3346",2020,"transportation and storage","associate professionals and technicians","Logistics and maintenance planner","2800","3300","3864","2981","3490","3996"
"844","33491",2020,"transportation and storage","associate professionals and technicians","Management executive","3100","3850","4260","3170","4051","4358"
"845","3115",2020,"transportation and storage","associate professionals and technicians","Mechanical engineering technician ","2172","2683","3471","2315","2982","3605"
"846","33224",2020,"transportation and storage","associate professionals and technicians","Online sales channel executive","3198","3599","4123","3198","3638","4123"
"847","33492",2020,"transportation and storage","associate professionals and technicians","Operations officer ","2596","3192","3762","2716","3426","4194"
"848","31574",2020,"transportation and storage","associate professionals and technicians","Port/Shipping operations supervisor ","2604","2877","3436","3100","3444","3873"
"849","31601",2020,"transportation and storage","associate professionals and technicians","Premises and facilities maintenance officer","2800","3352","4080","2961","3417","4105"
"850","31573",2020,"transportation and storage","associate professionals and technicians","Road transport supervisor","2566","2961","3400","3250","3657","4091"
"851","3121",2020,"transportation and storage","associate professionals and technicians","Transport and vehicle engineering technician","2692","3155","3556","3420","3928","4552"
"852","4311",2020,"transportation and storage","clerical support workers","Accounting and bookkeeping clerk","2358","2700","3122","2387","2708","3202"
"853","4110",2020,"transportation and storage","clerical support workers","General office clerk","2370","2872","3362","2430","2940","3494"
"854","4412",2020,"transportation and storage","clerical support workers","Mail carrier and sorting worker","1660","2031","3246","1963","2197","4300"
"855","40000",2020,"transportation and storage","clerical support workers","Office supervisor","2624","3000","3579","2864","3397","3936"
"856","4224",2020,"transportation and storage","clerical support workers","Receptionist, customer service and information clerk","2013","2459","2973","2092","2547","3095"
"857","41201",2020,"transportation and storage","clerical support workers","Secretary","3372","4211","5014","3372","4418","5103"
"858","4321",2020,"transportation and storage","clerical support workers","Stock clerk","1955","2300","2601","2144","2486","3010"
"859","4323",2020,"transportation and storage","clerical support workers","Transport clerk","2250","2500","2830","2364","2822","3487"
"860","42210",2020,"transportation and storage","clerical support workers","Travel consultant/Reservation executive","1450","1570","1725","1450","1570","1725"
"861","52491",2020,"transportation and storage","service and sales workers","Petrol station attendant","1810","2245","2350","2557","2898","3144"
"862","54144",2020,"transportation and storage","service and sales workers","Private security officer","1250","1520","1677","1315","1530","1685"
"863","5112",2020,"transportation and storage","service and sales workers","Transport service inspector and related worker","2169","2369","2585","2856","3163","3922"
"864","72310",2020,"transportation and storage","craftsmen and related trades workers","Automotive mechanic","2269","2644","2975","3105","3762","4513"
"865","72391",2020,"transportation and storage","craftsmen and related trades workers","Machinery mechanic","2129","2430","2430","2129","2430","2430"
"866","72000",2020,"transportation and storage","craftsmen and related trades workers","Supervisor/General foreman (metal, machinery and related trades)","2402","2834","3441","2779","4271","5144"
"867","83311",2020,"transportation and storage","plant and machine operators and assemblers","Bus driver","2064","2441","2870","3114","3631","4225"
"868","83222",2020,"transportation and storage","plant and machine operators and assemblers","Chauffeur","1500","1500","1700","2017","2300","2500"
"869","83432",2020,"transportation and storage","plant and machine operators and assemblers","Crane operator (on-site)","2341","2572","2747","2971","3280","3621"
"870","83441",2020,"transportation and storage","plant and machine operators and assemblers","Fork lift truck operator","1810","1870","2397","1810","2220","2901"
"871","83321",2020,"transportation and storage","plant and machine operators and assemblers","Lorry driver","1700","2000","2400","1900","2405","2940"
"872","8350",2020,"transportation and storage","plant and machine operators and assemblers","Ships' deck crew and related worker","1550","2000","2700","1890","2700","3100"
"873","83322",2020,"transportation and storage","plant and machine operators and assemblers","Trailer-truck driver ","1600","1867","2022","2340","2584","2896"
"874","83223",2020,"transportation and storage","plant and machine operators and assemblers","Van driver","1700","2403","3126","2116","3082","4205"
"875","93333",2020,"transportation and storage","cleaners, labourers and related workers","Aircraft loader (e.g. airport baggage/cargo handler)","1879","2118","2430","1879","2118","2430"
"876","9625",2020,"transportation and storage","cleaners, labourers and related workers","Attendant","500","775","1300","1000","1390","1500"
"877","96256",2020,"transportation and storage","cleaners, labourers and related workers","Bus attendant","500","1000","1500","500","1000","1500"
"878","93201",2020,"transportation and storage","cleaners, labourers and related workers","Hand packer","1140","1239","1716","1330","1550","1871"
"879","91131",2020,"transportation and storage","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1350","1511","1671","1400","1600","2205"
"880","93335",2020,"transportation and storage","cleaners, labourers and related workers","Vehicle attendant","1375","1520","1800","1528","1717","1840"
"881","93334",2020,"transportation and storage","cleaners, labourers and related workers","Warehouse worker","1700","1800","2000","1830","2120","2645"
"882","12111",2020,"accommodation and food services","managers","Budgeting and financial accounting manager ","4268","6045","8806","4410","6150","8906"
"883","12212",2020,"accommodation and food services","managers","Business development manager","2700","4500","5300","2700","4500","5429"
"884","14122",2020,"accommodation and food services","managers","Catering manager","2800","4000","4835","2800","4000","4835"
"885","11203",2020,"accommodation and food services","managers","Chief operating officer/General manager","4600","5470","8000","4700","6399","8150"
"886","14123",2020,"accommodation and food services","managers","Food and beverage operations manager","2055","3210","4500","2320","3500","4837"
"887","14110",2020,"accommodation and food services","managers","Hotel operations/Lodging services manager","3128","3569","4655","3206","3640","4698"
"888","1212",2020,"accommodation and food services","managers","Human resource manager","3600","4800","6000","3850","4800","6000"
"889","11201",2020,"accommodation and food services","managers","Managing director/Chief executive officer","2500","5000","8000","2500","5000","8000"
"890","12222",2020,"accommodation and food services","managers","Marketing manager","3500","4500","5470","3600","4524","5470"
"891","14121",2020,"accommodation and food services","managers","Restaurant manager","2300","2750","3400","2500","2985","3600"
"892","12211",2020,"accommodation and food services","managers","Sales manager","3449","4022","5700","3666","4500","6124"
"893","24111",2020,"accommodation and food services","professionals","Accountant ","3500","4200","4700","3500","4200","4700"
"894","24233",2020,"accommodation and food services","professionals","Personnel/Human resource officer","2500","2770","3200","2500","2838","3376"
"895","33131",2020,"accommodation and food services","associate professionals and technicians","Assistant accountant","2565","2950","3380","2600","2999","3400"
"896","3323",2020,"accommodation and food services","associate professionals and technicians","Buyer and purchasing agent","2400","2790","3060","2500","2793","3105"
"897","34341",2020,"accommodation and food services","associate professionals and technicians","Chef","2469","3005","4000","2600","3220","4200"
"898","34342",2020,"accommodation and food services","associate professionals and technicians","Kitchen operations head/Supervisor","2350","3350","4450","2400","3350","4450"
"899","33491",2020,"accommodation and food services","associate professionals and technicians","Management executive","2260","2560","3246","2374","2600","3320"
"900","33223",2020,"accommodation and food services","associate professionals and technicians","Marketing and sales executive (food & beverage services)","1300","2000","2600","1300","2000","2700"
"901","3115",2020,"accommodation and food services","associate professionals and technicians","Mechanical engineering technician ","1900","2300","2665","1938","2300","3008"
"902","33492",2020,"accommodation and food services","associate professionals and technicians","Operations officer ","1858","2500","2900","2189","2582","3174"
"903","31601",2020,"accommodation and food services","associate professionals and technicians","Premises and facilities maintenance officer","2800","3150","3971","2884","3230","4000"
"904","4311",2020,"accommodation and food services","clerical support workers","Accounting and bookkeeping clerk","1325","1835","2370","1325","1930","2460"
"905","4110",2020,"accommodation and food services","clerical support workers","General office clerk","1300","1475","2151","1300","1500","2200"
"906","4224",2020,"accommodation and food services","clerical support workers","Receptionist, customer service and information clerk","1820","2075","2439","1900","2185","2500"
"907","4321",2020,"accommodation and food services","clerical support workers","Stock clerk","1300","1450","2060","1300","1450","2265"
"908","51322",2020,"accommodation and food services","service and sales workers","Barista","1505","1600","1760","1505","1605","1800"
"909","51311",2020,"accommodation and food services","service and sales workers","Captain waiter/Waiter supervisor","1700","2100","2550","1900","2205","2600"
"910","52302",2020,"accommodation and food services","service and sales workers","Cashier","1300","1400","1400","1300","1400","1400"
"911","51201",2020,"accommodation and food services","service and sales workers","Cook (e.g. commis cook 2/3)","1375","1600","2051","1400","1755","2400"
"912","52492",2020,"accommodation and food services","service and sales workers","Food service counter attendant","900","1082","1300","1400","1596","1772"
"913","5150",2020,"accommodation and food services","service and sales workers","Housekeeper and related worker","2000","2383","2837","2000","2485","3017"
"914","54144",2020,"accommodation and food services","service and sales workers","Private security officer","1800","1903","2200","1834","2091","2328"
"915","51202",2020,"accommodation and food services","service and sales workers","Senior cook (e.g. station chef, commis cook 1, station cook)","1849","2395","2892","1865","2480","2915"
"916","51312",2020,"accommodation and food services","service and sales workers","Waiter","1300","1400","1600","1300","1400","1887"
"917","81502",2020,"accommodation and food services","plant and machine operators and assemblers","Laundry and dry cleaning worker (machine, non-household)","1380","1587","1971","1380","1587","2070"
"918","83211",2020,"accommodation and food services","plant and machine operators and assemblers","Motorcycle delivery man","1400","1400","2017","1400","1400","2233"
"919","83223",2020,"accommodation and food services","plant and machine operators and assemblers","Van driver","1300","1450","1880","1300","1450","2000"
"920","9112",2020,"accommodation and food services","cleaners, labourers and related workers","Cleaner and helper in hotels and related establishments","1472","1651","1823","1522","1668","1859"
"921","91000",2020,"accommodation and food services","cleaners, labourers and related workers","Cleaning supervisor","1600","2251","2430","1659","2305","2605"
"922","91153",2020,"accommodation and food services","cleaners, labourers and related workers","Dishwasher","1400","1420","1510","1400","1600","1821"
"923","91151",2020,"accommodation and food services","cleaners, labourers and related workers","Food and beverage establishments general cleaner","1300","1300","1400","1300","1400","1400"
"924","94102",2020,"accommodation and food services","cleaners, labourers and related workers","Food/Drink stall assistant","1300","1300","1400","1300","1300","1409"
"925","93201",2020,"accommodation and food services","cleaners, labourers and related workers","Hand packer","1300","1400","1400","1300","1400","1400"
"926","94101",2020,"accommodation and food services","cleaners, labourers and related workers","Kitchen assistant","1300","1400","1596","1300","1400","1856"
"927","9621",2020,"accommodation and food services","cleaners, labourers and related workers","Porter and related worker","1500","1786","1970","1534","1802","2165"
"928","91152",2020,"accommodation and food services","cleaners, labourers and related workers","Table-top cleaner","1300","1400","1400","1350","1400","1400"
"929","12112",2020,"information and communications","managers","Administration manager","5350","6801","9356","5350","6826","9356"
"930","12111",2020,"information and communications","managers","Budgeting and financial accounting manager ","6700","8723","12473","6700","8754","12531"
"931","12212",2020,"information and communications","managers","Business development manager","6500","9133","12240","6739","9235","12766"
"932","11203",2020,"information and communications","managers","Chief operating officer/General manager","10800","15005","23333","11300","15904","23853"
"933","12241",2020,"information and communications","managers","Customer service manager","6403","8173","12214","6440","8240","12214"
"934","1212",2020,"information and communications","managers","Human resource manager","6589","9000","14167","6589","9000","14259"
"935","13304",2020,"information and communications","managers","ICT service manager","7988","9430","11798","8000","9495","12000"
"936","11201",2020,"information and communications","managers","Managing director/Chief executive officer","8098","15000","20030","8600","16500","24100"
"937","12222",2020,"information and communications","managers","Marketing manager","5375","8250","12513","5375","8333","12899"
"938","13493",2020,"information and communications","managers","Media and broadcasting manager","5250","6750","10255","5250","6750","10255"
"939","13303",2020,"information and communications","managers","Network, communications and infrastructure manager","6000","9366","12166","6400","10000","12810"
"940","12211",2020,"information and communications","managers","Sales manager","5971","9000","13687","6258","9950","15120"
"941","13302",2020,"information and communications","managers","Software and applications manager","7370","9180","11526","7462","9275","11667"
"942","12132",2020,"information and communications","managers","Strategic planning manager","10427","13554","18344","11275","14754","18379"
"943","13291",2020,"information and communications","managers","Technical/Engineering services manager ","7000","10000","16667","7131","10558","17417"
"944","14392",2020,"information and communications","managers","Travel agency manager","4750","6492","8978","4750","6492","8978"
"945","24111",2020,"information and communications","professionals","Accountant ","4501","5380","6500","4610","5380","6550"
"946","25140",2020,"information and communications","professionals","Applications/Systems programmer","4300","5200","6792","4350","5200","6792"
"947","26543",2020,"information and communications","professionals","Artistic director (stage, film, television, game and radio)","4430","4963","6750","4550","5149","6750"
"948","26415",2020,"information and communications","professionals","Book editor","3000","3300","4000","3100","3300","4000"
"949","2523",2020,"information and communications","professionals","Computer network, infrastructure and platform professional","4630","5714","6930","4651","5738","6959"
"950","2524",2020,"information and communications","professionals","Cybersecurity professional","4213","5254","6792","4300","5402","6841"
"951","21222",2020,"information and communications","professionals","Data scientist","4750","6115","10081","4750","6140","10081"
"952","2521",2020,"information and communications","professionals","Database designer and administrator","4712","6596","7618","4765","6981","7957"
"953","24314",2020,"information and communications","professionals","Digital marketing professional (e.g. online, social media, e-commerce marketing professional)","2760","3510","4361","2763","3510","4902"
"954","26422",2020,"information and communications","professionals","Editor (news and periodicals)","4200","6000","8165","4620","6350","8500"
"955","2152",2020,"information and communications","professionals","Electronics engineer","2547","3269","4119","2932","3750","5253"
"956","24131",2020,"information and communications","professionals","Financial analyst (e.g. equities analyst, credit analyst, investment research analyst)","4504","5896","8046","4504","6063","8046"
"957","21661",2020,"information and communications","professionals","Graphic designer","2750","3060","3558","2750","3240","3558"
"958","24231",2020,"information and communications","professionals","Human resource consultant ","5936","6636","7083","5936","6636","8322"
"959","25151",2020,"information and communications","professionals","ICT quality assurance specialist","3500","4367","6622","3500","4367","6622"
"960","2141",2020,"information and communications","professionals","Industrial and production engineer","4200","6500","10125","4500","6800","10481"
"961","26112",2020,"information and communications","professionals","In-house legal counsel ","9505","14333","19247","9505","16000","22103"
"962","21664",2020,"information and communications","professionals","Interaction designer","4430","5096","6500","4430","5096","6500"
"963","2421",2020,"information and communications","professionals","Management and business consultant","7430","8614","10014","7460","8719","10220"
"964","21531",2020,"information and communications","professionals","Media and broadcasting engineer","3382","4138","4563","3382","4138","4632"
"965","21662",2020,"information and communications","professionals","Multimedia ","3000","4600","6000","3000","4600","6000"
"966","25220",2020,"information and communications","professionals","Network, servers and computer systems administrator","3838","4585","5902","4000","4676","5902"
"967","24233",2020,"information and communications","professionals","Personnel/Human resource officer","3600","4240","5720","3600","4242","5720"
"968","26541",2020,"information and communications","professionals","Producer (stage, film, television, game, commercial, video and radio)","3003","4460","6333","3045","4530","6600"
"969","26412",2020,"information and communications","professionals","Script writer and editor","3880","5000","7324","3880","5000","7324"
"970","2512",2020,"information and communications","professionals","Software, web and multimedia developer","4200","4706","6504","4200","4724","6533"
"971","2511",2020,"information and communications","professionals","Systems analyst","4966","6098","8000","4988","6122","8003"
"972","24331",2020,"information and communications","professionals","Technical sales professional","7447","11727","15926","8000","12083","18835"
"973","21532",2020,"information and communications","professionals","Telecommunications engineer","3690","5720","8207","4050","6385","8785"
"974","33222",2020,"information and communications","associate professionals and technicians","After sales adviser/Client account service executive","3350","4535","5375","3450","4535","5375"
"975","33131",2020,"information and communications","associate professionals and technicians","Assistant accountant","3229","3750","4368","3229","3750","4382"
"976","3521",2020,"information and communications","associate professionals and technicians","Broadcasting technician and audio-visual operator","2990","3750","4490","3130","3893","4770"
"977","33221",2020,"information and communications","associate professionals and technicians","Business development executive","3085","3750","4730","3500","4220","5578"
"978","35121",2020,"information and communications","associate professionals and technicians","It infrastructure technician","2800","3414","3980","2800","3414","3980"
"979","35123",2020,"information and communications","associate professionals and technicians","It support technician ","2341","2771","3200","2341","2771","3200"
"980","3346",2020,"information and communications","associate professionals and technicians","Logistics and maintenance planner","3450","3917","4567","3450","3917","4567"
"981","33491",2020,"information and communications","associate professionals and technicians","Management executive","3255","4020","4871","3255","4020","4871"
"982","33224",2020,"information and communications","associate professionals and technicians","Online sales channel executive","3000","3750","4200","3000","3750","4200"
"983","33492",2020,"information and communications","associate professionals and technicians","Operations officer ","2800","3210","3600","2800","3217","3654"
"984","4311",2020,"information and communications","clerical support workers","Accounting and bookkeeping clerk","2498","3181","3780","2516","3191","3780"
"985","4110",2020,"information and communications","clerical support workers","General office clerk","2366","2991","3547","2366","2991","3547"
"986","4224",2020,"information and communications","clerical support workers","Receptionist, customer service and information clerk","2641","3290","4004","2700","3295","4004"
"987","42210",2020,"information and communications","clerical support workers","Travel consultant/Reservation executive","2116","2580","2834","2116","2580","2834"
"988","12112",2020,"financial and insurance services","managers","Administration manager","5948","8260","12300","6000","8382","12300"
"989","12221",2020,"financial and insurance services","managers","Advertising/Public relations manager","3650","4700","8091","3975","4975","8091"
"990","12113",2020,"financial and insurance services","managers","Audit manager","9290","12150","17000","9384","12333","17168"
"991","12111",2020,"financial and insurance services","managers","Budgeting and financial accounting manager ","7300","10150","15276","7300","10482","15660"
"992","12212",2020,"financial and insurance services","managers","Business development manager","5900","10277","17500","5975","10462","17574"
"993","11203",2020,"financial and insurance services","managers","Chief operating officer/General manager","14500","19000","30000","14500","19500","31250"
"994","12241",2020,"financial and insurance services","managers","Customer service manager","4363","5800","8250","4400","5890","8560"
"995","13463",2020,"financial and insurance services","managers","Financial risk manager","7500","10450","16667","7500","10450","16789"
"996","13461",2020,"financial and insurance services","managers","Financial services manager","6850","9500","14300","7000","9700","15060"
"997","1212",2020,"financial and insurance services","managers","Human resource manager","7150","10446","14675","7250","10446","15000"
"998","13304",2020,"financial and insurance services","managers","ICT service manager","8442","11032","15833","8442","11196","15833"
"999","13462",2020,"financial and insurance services","managers","Insurance services manager","7433","10028","14603","7497","10135","14958"
"1000","11201",2020,"financial and insurance services","managers","Managing director/Chief executive officer","20000","31250","41496","20100","32847","43833"
"1001","12222",2020,"financial and insurance services","managers","Marketing manager","6000","9172","15292","6098","9172","16375"
"1002","13303",2020,"financial and insurance services","managers","Network, communications and infrastructure manager","7231","8634","10814","7231","8655","10833"
"1003","12191",2020,"financial and insurance services","managers","Premises and facilities maintenance manager ","5857","7850","11530","6100","7937","11556"
"1004","12133",2020,"financial and insurance services","managers","Risk management manager","10002","14167","20833","10269","14371","20833"
"1005","12211",2020,"financial and insurance services","managers","Sales manager","8078","13404","22917","8333","13468","22917"
"1006","13302",2020,"financial and insurance services","managers","Software and applications manager","8200","10543","12879","8462","10713","12879"
"1007","12132",2020,"financial and insurance services","managers","Strategic planning manager","10350","16083","26000","10350","16193","26307"
"1008","13291",2020,"financial and insurance services","managers","Technical/Engineering services manager ","6680","8338","10988","7076","8350","11026"
"1009","24111",2020,"financial and insurance services","professionals","Accountant ","4200","5083","7083","4230","5170","7150"
"1010","21213",2020,"financial and insurance services","professionals","Actuary","4917","6208","9610","4917","6208","9610"
"1011","24112",2020,"financial and insurance services","professionals","Auditor (accounting)","4260","7144","15917","4315","7144","15917"
"1012","24132",2020,"financial and insurance services","professionals","Compliance officer/Risk analyst (financial)","4319","5667","8750","4346","5696","8750"
"1013","2523",2020,"financial and insurance services","professionals","Computer network, infrastructure and platform professional","5175","6900","8720","5175","6942","9073"
"1014","2524",2020,"financial and insurance services","professionals","Cybersecurity professional","7250","9405","11617","7500","9405","11732"
"1015","2152",2020,"financial and insurance services","professionals","Electronics engineer","5250","6347","8445","5250","6421","8501"
"1016","24131",2020,"financial and insurance services","professionals","Financial analyst (e.g. equities analyst, credit analyst, investment research analyst)","5419","7077","10000","5478","7128","10007"
"1017","2412",2020,"financial and insurance services","professionals","Financial and investment adviser","4617","6900","10676","4810","7046","10900"
"1018","24143",2020,"financial and insurance services","professionals","Financial derivatives dealer","4500","5125","10500","4500","5250","10500"
"1019","24135",2020,"financial and insurance services","professionals","Financial product structurer","6667","9167","16667","6667","9167","16667"
"1020","24133",2020,"financial and insurance services","professionals","Fund/Portfolio manager ","7500","11449","18084","7500","11725","18200"
"1021","26112",2020,"financial and insurance services","professionals","In-house legal counsel ","12822","16250","22067","13122","16413","22450"
"1022","24160",2020,"financial and insurance services","professionals","Insurance underwriter","4924","5698","7810","4924","5698","7810"
"1023","2421",2020,"financial and insurance services","professionals","Management and business consultant","7167","9250","15000","7167","9330","15000"
"1024","24312",2020,"financial and insurance services","professionals","Market research professional","5000","5655","8274","5038","5655","8274"
"1025","25220",2020,"financial and insurance services","professionals","Network, servers and computer systems administrator","6000","8125","9108","6002","8447","9417"
"1026","21212",2020,"financial and insurance services","professionals","Operations research analyst","4393","5209","6437","4400","5361","6482"
"1027","24233",2020,"financial and insurance services","professionals","Personnel/Human resource officer","3694","4750","5815","3725","4750","5852"
"1028","24334",2020,"financial and insurance services","professionals","Sales professional (institutional sales of financial products)","3700","4050","4400","3960","4200","5167"
"1029","2415",2020,"financial and insurance services","professionals","Securities and finance broker","11667","15833","22500","11667","15833","22500"
"1030","24141",2020,"financial and insurance services","professionals","Securities and finance dealer","4000","7300","17250","4100","7300","17300"
"1031","2512",2020,"financial and insurance services","professionals","Software, web and multimedia developer","6040","8019","10637","6150","8097","10730"
"1032","2511",2020,"financial and insurance services","professionals","Systems analyst","5300","8284","10417","5489","8333","10417"
"1033","24134",2020,"financial and insurance services","professionals","Treasury manager","6042","8537","12550","6613","8714","12600"
"1034","33222",2020,"financial and insurance services","associate professionals and technicians","After sales adviser/Client account service executive","3412","4152","5375","3412","4152","5448"
